init 10000
put 28340 141700
put 28341 141705
put 28342 141710
put 28343 141715
put 28344 141720
put 28345 141725
put 28346 141730
put 28347 141735
put 28348 141740
put 28349 141745
put 28350 141750
put 28351 141755
put 28352 141760
put 28353 141765
put 28354 141770
put 28355 141775
put 28356 141780
put 28357 141785
put 28358 141790
put 28359 141795
put 28360 141800
put 28361 141805
put 28362 141810
put 28363 141815
put 28364 141820
put 28365 141825
put 28366 141830
put 28367 141835
put 28368 141840
put 28369 141845
put 28370 141850
put 28371 141855
put 28372 141860
put 28373 141865
put 28374 141870
put 28375 141875
put 28376 141880
put 28377 141885
put 28378 141890
put 28379 141895
put 28380 141900
put 28381 141905
put 28382 141910
put 28383 141915
put 28384 141920
put 28385 141925
put 28386 141930
put 28387 141935
put 28388 141940
put 28389 141945
put 28390 141950
put 28391 141955
put 28392 141960
put 28393 141965
put 28394 141970
put 28395 141975
put 28396 141980
put 28397 141985
put 28398 141990
put 28399 141995
put 28400 142000
put 28401 142005
put 28402 142010
put 28403 142015
put 28404 142020
put 28405 142025
put 28406 142030
put 28407 142035
put 28408 142040
put 28409 142045
put 28410 142050
put 28411 142055
put 28412 142060
put 28413 142065
put 28414 142070
put 28415 142075
put 28416 142080
put 28417 142085
put 28418 142090
put 28419 142095
put 28420 142100
put 28421 142105
put 28422 142110
put 28423 142115
put 28424 142120
put 28425 142125
put 28426 142130
put 28427 142135
put 28428 142140
put 28429 142145
put 28430 142150
put 28431 142155
put 28432 142160
put 28433 142165
put 28434 142170
put 28435 142175
put 28436 142180
put 28437 142185
put 28438 142190
put 28439 142195
put 28440 142200
put 28441 142205
put 28442 142210
put 28443 142215
put 28444 142220
put 28445 142225
put 28446 142230
put 28447 142235
put 28448 142240
put 28449 142245
put 28450 142250
put 28451 142255
put 28452 142260
put 28453 142265
put 28454 142270
put 28455 142275
put 28456 142280
put 28457 142285
put 28458 142290
put 28459 142295
put 28460 142300
put 28461 142305
put 28462 142310
put 28463 142315
put 28464 142320
put 28465 142325
put 28466 142330
put 28467 142335
put 28468 142340
put 28469 142345
put 28470 142350
put 28471 142355
put 28472 142360
put 28473 142365
put 28474 142370
put 28475 142375
put 28476 142380
put 28477 142385
put 28478 142390
put 28479 142395
put 28480 142400
put 28481 142405
put 28482 142410
put 28483 142415
put 28484 142420
put 28485 142425
put 28486 142430
put 28487 142435
put 28488 142440
put 28489 142445
put 28490 142450
put 28491 142455
put 28492 142460
put 28493 142465
put 28494 142470
put 28495 142475
put 28496 142480
put 28497 142485
put 28498 142490
put 28499 142495
put 28500 142500
put 28501 142505
put 28502 142510
put 28503 142515
put 28504 142520
put 28505 142525
put 28506 142530
put 28507 142535
put 28508 142540
put 28509 142545
put 28510 142550
put 28511 142555
put 28512 142560
put 28513 142565
put 28514 142570
put 28515 142575
put 28516 142580
put 28517 142585
put 28518 142590
put 28519 142595
put 28520 142600
put 28521 142605
put 28522 142610
put 28523 142615
put 28524 142620
put 28525 142625
put 28526 142630
put 28527 142635
put 28528 142640
put 28529 142645
put 28530 142650
put 28531 142655
put 28532 142660
put 28533 142665
put 28534 142670
put 28535 142675
put 28536 142680
put 28537 142685
put 28538 142690
put 28539 142695
put 28540 142700
put 28541 142705
put 28542 142710
put 28543 142715
put 28544 142720
put 28545 142725
put 28546 142730
put 28547 142735
put 28548 142740
put 28549 142745
put 28550 142750
put 28551 142755
put 28552 142760
put 28553 142765
put 28554 142770
put 28555 142775
put 28556 142780
put 28557 142785
put 28558 142790
put 28559 142795
put 28560 142800
put 28561 142805
put 28562 142810
put 28563 142815
put 28564 142820
put 28565 142825
put 28566 142830
put 28567 142835
put 28568 142840
put 28569 142845
put 28570 142850
put 28571 142855
put 28572 142860
put 28573 142865
put 28574 142870
put 28575 142875
put 28576 142880
put 28577 142885
put 28578 142890
put 28579 142895
put 28580 142900
put 28581 142905
put 28582 142910
put 28583 142915
put 28584 142920
put 28585 142925
put 28586 142930
put 28587 142935
put 28588 142940
put 28589 142945
put 28590 142950
put 28591 142955
put 28592 142960
put 28593 142965
put 28594 142970
put 28595 142975
put 28596 142980
put 28597 142985
put 28598 142990
put 28599 142995
put 28600 143000
put 28601 143005
put 28602 143010
put 28603 143015
put 28604 143020
put 28605 143025
put 28606 143030
put 28607 143035
put 28608 143040
put 28609 143045
put 28610 143050
put 28611 143055
put 28612 143060
put 28613 143065
put 28614 143070
put 28615 143075
put 28616 143080
put 28617 143085
put 28618 143090
put 28619 143095
put 28620 143100
put 28621 143105
put 28622 143110
put 28623 143115
put 28624 143120
put 28625 143125
put 28626 143130
put 28627 143135
put 28628 143140
put 28629 143145
put 28630 143150
put 28631 143155
put 28632 143160
put 28633 143165
put 28634 143170
put 28635 143175
put 28636 143180
put 28637 143185
put 28638 143190
put 28639 143195
put 28640 143200
put 28641 143205
put 28642 143210
put 28643 143215
put 28644 143220
put 28645 143225
put 28646 143230
put 28647 143235
put 28648 143240
put 28649 143245
put 28650 143250
put 28651 143255
put 28652 143260
put 28653 143265
put 28654 143270
put 28655 143275
put 28656 143280
put 28657 143285
put 28658 143290
put 28659 143295
put 28660 143300
put 28661 143305
put 28662 143310
put 28663 143315
put 28664 143320
put 28665 143325
put 28666 143330
put 28667 143335
put 28668 143340
put 28669 143345
put 28670 143350
put 28671 143355
put 28672 143360
put 28673 143365
put 28674 143370
put 28675 143375
put 28676 143380
put 28677 143385
put 28678 143390
put 28679 143395
put 28680 143400
put 28681 143405
put 28682 143410
put 28683 143415
put 28684 143420
put 28685 143425
put 28686 143430
put 28687 143435
put 28688 143440
put 28689 143445
put 28690 143450
put 28691 143455
put 28692 143460
put 28693 143465
put 28694 143470
put 28695 143475
put 28696 143480
put 28697 143485
put 28698 143490
put 28699 143495
put 28700 143500
put 28701 143505
put 28702 143510
put 28703 143515
put 28704 143520
put 28705 143525
put 28706 143530
put 28707 143535
put 28708 143540
put 28709 143545
put 28710 143550
put 28711 143555
put 28712 143560
put 28713 143565
put 28714 143570
put 28715 143575
put 28716 143580
put 28717 143585
put 28718 143590
put 28719 143595
put 28720 143600
put 28721 143605
put 28722 143610
put 28723 143615
put 28724 143620
put 28725 143625
put 28726 143630
put 28727 143635
put 28728 143640
put 28729 143645
put 28730 143650
put 28731 143655
put 28732 143660
put 28733 143665
put 28734 143670
put 28735 143675
put 28736 143680
put 28737 143685
put 28738 143690
put 28739 143695
put 28740 143700
put 28741 143705
put 28742 143710
put 28743 143715
put 28744 143720
put 28745 143725
put 28746 143730
put 28747 143735
put 28748 143740
put 28749 143745
put 28750 143750
put 28751 143755
put 28752 143760
put 28753 143765
put 28754 143770
put 28755 143775
put 28756 143780
put 28757 143785
put 28758 143790
put 28759 143795
put 28760 143800
put 28761 143805
put 28762 143810
put 28763 143815
put 28764 143820
put 28765 143825
put 28766 143830
put 28767 143835
put 28768 143840
put 28769 143845
put 28770 143850
put 28771 143855
put 28772 143860
put 28773 143865
put 28774 143870
put 28775 143875
put 28776 143880
put 28777 143885
put 28778 143890
put 28779 143895
put 28780 143900
put 28781 143905
put 28782 143910
put 28783 143915
put 28784 143920
put 28785 143925
put 28786 143930
put 28787 143935
put 28788 143940
put 28789 143945
put 28790 143950
put 28791 143955
put 28792 143960
put 28793 143965
put 28794 143970
put 28795 143975
put 28796 143980
put 28797 143985
put 28798 143990
put 28799 143995
put 28800 144000
put 28801 144005
put 28802 144010
put 28803 144015
put 28804 144020
put 28805 144025
put 28806 144030
put 28807 144035
put 28808 144040
put 28809 144045
put 28810 144050
put 28811 144055
put 28812 144060
put 28813 144065
put 28814 144070
put 28815 144075
put 28816 144080
put 28817 144085
put 28818 144090
put 28819 144095
put 28820 144100
put 28821 144105
put 28822 144110
put 28823 144115
put 28824 144120
put 28825 144125
put 28826 144130
put 28827 144135
put 28828 144140
put 28829 144145
put 28830 144150
put 28831 144155
put 28832 144160
put 28833 144165
put 28834 144170
put 28835 144175
put 28836 144180
put 28837 144185
put 28838 144190
put 28839 144195
put 28840 144200
put 28841 144205
put 28842 144210
put 28843 144215
put 28844 144220
put 28845 144225
put 28846 144230
put 28847 144235
put 28848 144240
put 28849 144245
put 28850 144250
put 28851 144255
put 28852 144260
put 28853 144265
put 28854 144270
put 28855 144275
put 28856 144280
put 28857 144285
put 28858 144290
put 28859 144295
put 28860 144300
put 28861 144305
put 28862 144310
put 28863 144315
put 28864 144320
put 28865 144325
put 28866 144330
put 28867 144335
put 28868 144340
put 28869 144345
put 28870 144350
put 28871 144355
put 28872 144360
put 28873 144365
put 28874 144370
put 28875 144375
put 28876 144380
put 28877 144385
put 28878 144390
put 28879 144395
put 28880 144400
put 28881 144405
put 28882 144410
put 28883 144415
put 28884 144420
put 28885 144425
put 28886 144430
put 28887 144435
put 28888 144440
put 28889 144445
put 28890 144450
put 28891 144455
put 28892 144460
put 28893 144465
put 28894 144470
put 28895 144475
put 28896 144480
put 28897 144485
put 28898 144490
put 28899 144495
put 28900 144500
put 28901 144505
put 28902 144510
put 28903 144515
put 28904 144520
put 28905 144525
put 28906 144530
put 28907 144535
put 28908 144540
put 28909 144545
put 28910 144550
put 28911 144555
put 28912 144560
put 28913 144565
put 28914 144570
put 28915 144575
put 28916 144580
put 28917 144585
put 28918 144590
put 28919 144595
put 28920 144600
put 28921 144605
put 28922 144610
put 28923 144615
put 28924 144620
put 28925 144625
put 28926 144630
put 28927 144635
put 28928 144640
put 28929 144645
put 28930 144650
put 28931 144655
put 28932 144660
put 28933 144665
put 28934 144670
put 28935 144675
put 28936 144680
put 28937 144685
put 28938 144690
put 28939 144695
put 28940 144700
put 28941 144705
put 28942 144710
put 28943 144715
put 28944 144720
put 28945 144725
put 28946 144730
put 28947 144735
put 28948 144740
put 28949 144745
put 28950 144750
put 28951 144755
put 28952 144760
put 28953 144765
put 28954 144770
put 28955 144775
put 28956 144780
put 28957 144785
put 28958 144790
put 28959 144795
put 28960 144800
put 28961 144805
put 28962 144810
put 28963 144815
put 28964 144820
put 28965 144825
put 28966 144830
put 28967 144835
put 28968 144840
put 28969 144845
put 28970 144850
put 28971 144855
put 28972 144860
put 28973 144865
put 28974 144870
put 28975 144875
put 28976 144880
put 28977 144885
put 28978 144890
put 28979 144895
put 28980 144900
put 28981 144905
put 28982 144910
put 28983 144915
put 28984 144920
put 28985 144925
put 28986 144930
put 28987 144935
put 28988 144940
put 28989 144945
put 28990 144950
put 28991 144955
put 28992 144960
put 28993 144965
put 28994 144970
put 28995 144975
put 28996 144980
put 28997 144985
put 28998 144990
put 28999 144995
put 29000 145000
put 29001 145005
put 29002 145010
put 29003 145015
put 29004 145020
put 29005 145025
put 29006 145030
put 29007 145035
put 29008 145040
put 29009 145045
put 29010 145050
put 29011 145055
put 29012 145060
put 29013 145065
put 29014 145070
put 29015 145075
put 29016 145080
put 29017 145085
put 29018 145090
put 29019 145095
put 29020 145100
put 29021 145105
put 29022 145110
put 29023 145115
put 29024 145120
put 29025 145125
put 29026 145130
put 29027 145135
put 29028 145140
put 29029 145145
put 29030 145150
put 29031 145155
put 29032 145160
put 29033 145165
put 29034 145170
put 29035 145175
put 29036 145180
put 29037 145185
put 29038 145190
put 29039 145195
put 29040 145200
put 29041 145205
put 29042 145210
put 29043 145215
put 29044 145220
put 29045 145225
put 29046 145230
put 29047 145235
put 29048 145240
put 29049 145245
put 29050 145250
put 29051 145255
put 29052 145260
put 29053 145265
put 29054 145270
put 29055 145275
put 29056 145280
put 29057 145285
put 29058 145290
put 29059 145295
put 29060 145300
put 29061 145305
put 29062 145310
put 29063 145315
put 29064 145320
put 29065 145325
put 29066 145330
put 29067 145335
put 29068 145340
put 29069 145345
put 29070 145350
put 29071 145355
put 29072 145360
put 29073 145365
put 29074 145370
put 29075 145375
put 29076 145380
put 29077 145385
put 29078 145390
put 29079 145395
put 29080 145400
put 29081 145405
put 29082 145410
put 29083 145415
put 29084 145420
put 29085 145425
put 29086 145430
put 29087 145435
put 29088 145440
put 29089 145445
put 29090 145450
put 29091 145455
put 29092 145460
put 29093 145465
put 29094 145470
put 29095 145475
put 29096 145480
put 29097 145485
put 29098 145490
put 29099 145495
put 29100 145500
put 29101 145505
put 29102 145510
put 29103 145515
put 29104 145520
put 29105 145525
put 29106 145530
put 29107 145535
put 29108 145540
put 29109 145545
put 29110 145550
put 29111 145555
put 29112 145560
put 29113 145565
put 29114 145570
put 29115 145575
put 29116 145580
put 29117 145585
put 29118 145590
put 29119 145595
put 29120 145600
put 29121 145605
put 29122 145610
put 29123 145615
put 29124 145620
put 29125 145625
put 29126 145630
put 29127 145635
put 29128 145640
put 29129 145645
put 29130 145650
put 29131 145655
put 29132 145660
put 29133 145665
put 29134 145670
put 29135 145675
put 29136 145680
put 29137 145685
put 29138 145690
put 29139 145695
put 29140 145700
put 29141 145705
put 29142 145710
put 29143 145715
put 29144 145720
put 29145 145725
put 29146 145730
put 29147 145735
put 29148 145740
put 29149 145745
put 29150 145750
put 29151 145755
put 29152 145760
put 29153 145765
put 29154 145770
put 29155 145775
put 29156 145780
put 29157 145785
put 29158 145790
put 29159 145795
put 29160 145800
put 29161 145805
put 29162 145810
put 29163 145815
put 29164 145820
put 29165 145825
put 29166 145830
put 29167 145835
put 29168 145840
put 29169 145845
put 29170 145850
put 29171 145855
put 29172 145860
put 29173 145865
put 29174 145870
put 29175 145875
put 29176 145880
put 29177 145885
put 29178 145890
put 29179 145895
put 29180 145900
put 29181 145905
put 29182 145910
put 29183 145915
put 29184 145920
put 29185 145925
put 29186 145930
put 29187 145935
put 29188 145940
put 29189 145945
put 29190 145950
put 29191 145955
put 29192 145960
put 29193 145965
put 29194 145970
put 29195 145975
put 29196 145980
put 29197 145985
put 29198 145990
put 29199 145995
put 29200 146000
put 29201 146005
put 29202 146010
put 29203 146015
put 29204 146020
put 29205 146025
put 29206 146030
put 29207 146035
put 29208 146040
put 29209 146045
put 29210 146050
put 29211 146055
put 29212 146060
put 29213 146065
put 29214 146070
put 29215 146075
put 29216 146080
put 29217 146085
put 29218 146090
put 29219 146095
put 29220 146100
put 29221 146105
put 29222 146110
put 29223 146115
put 29224 146120
put 29225 146125
put 29226 146130
put 29227 146135
put 29228 146140
put 29229 146145
put 29230 146150
put 29231 146155
put 29232 146160
put 29233 146165
put 29234 146170
put 29235 146175
put 29236 146180
put 29237 146185
put 29238 146190
put 29239 146195
put 29240 146200
put 29241 146205
put 29242 146210
put 29243 146215
put 29244 146220
put 29245 146225
put 29246 146230
put 29247 146235
put 29248 146240
put 29249 146245
put 29250 146250
put 29251 146255
put 29252 146260
put 29253 146265
put 29254 146270
put 29255 146275
put 29256 146280
put 29257 146285
put 29258 146290
put 29259 146295
put 29260 146300
put 29261 146305
put 29262 146310
put 29263 146315
put 29264 146320
put 29265 146325
put 29266 146330
put 29267 146335
put 29268 146340
put 29269 146345
put 29270 146350
put 29271 146355
put 29272 146360
put 29273 146365
put 29274 146370
put 29275 146375
put 29276 146380
put 29277 146385
put 29278 146390
put 29279 146395
put 29280 146400
put 29281 146405
put 29282 146410
put 29283 146415
put 29284 146420
put 29285 146425
put 29286 146430
put 29287 146435
put 29288 146440
put 29289 146445
put 29290 146450
put 29291 146455
put 29292 146460
put 29293 146465
put 29294 146470
put 29295 146475
put 29296 146480
put 29297 146485
put 29298 146490
put 29299 146495
put 29300 146500
put 29301 146505
put 29302 146510
put 29303 146515
put 29304 146520
put 29305 146525
put 29306 146530
put 29307 146535
put 29308 146540
put 29309 146545
put 29310 146550
put 29311 146555
put 29312 146560
put 29313 146565
put 29314 146570
put 29315 146575
put 29316 146580
put 29317 146585
put 29318 146590
put 29319 146595
put 29320 146600
put 29321 146605
put 29322 146610
put 29323 146615
put 29324 146620
put 29325 146625
put 29326 146630
put 29327 146635
put 29328 146640
put 29329 146645
put 29330 146650
put 29331 146655
put 29332 146660
put 29333 146665
put 29334 146670
put 29335 146675
put 29336 146680
put 29337 146685
put 29338 146690
put 29339 146695
put 29340 146700
put 29341 146705
put 29342 146710
put 29343 146715
put 29344 146720
put 29345 146725
put 29346 146730
put 29347 146735
put 29348 146740
put 29349 146745
put 29350 146750
put 29351 146755
put 29352 146760
put 29353 146765
put 29354 146770
put 29355 146775
put 29356 146780
put 29357 146785
put 29358 146790
put 29359 146795
put 29360 146800
put 29361 146805
put 29362 146810
put 29363 146815
put 29364 146820
put 29365 146825
put 29366 146830
put 29367 146835
put 29368 146840
put 29369 146845
put 29370 146850
put 29371 146855
put 29372 146860
put 29373 146865
put 29374 146870
put 29375 146875
put 29376 146880
put 29377 146885
put 29378 146890
put 29379 146895
put 29380 146900
put 29381 146905
put 29382 146910
put 29383 146915
put 29384 146920
put 29385 146925
put 29386 146930
put 29387 146935
put 29388 146940
put 29389 146945
put 29390 146950
put 29391 146955
put 29392 146960
put 29393 146965
put 29394 146970
put 29395 146975
put 29396 146980
put 29397 146985
put 29398 146990
put 29399 146995
put 29400 147000
put 29401 147005
put 29402 147010
put 29403 147015
put 29404 147020
put 29405 147025
put 29406 147030
put 29407 147035
put 29408 147040
put 29409 147045
put 29410 147050
put 29411 147055
put 29412 147060
put 29413 147065
put 29414 147070
put 29415 147075
put 29416 147080
put 29417 147085
put 29418 147090
put 29419 147095
put 29420 147100
put 29421 147105
put 29422 147110
put 29423 147115
put 29424 147120
put 29425 147125
put 29426 147130
put 29427 147135
put 29428 147140
put 29429 147145
put 29430 147150
put 29431 147155
put 29432 147160
put 29433 147165
put 29434 147170
put 29435 147175
put 29436 147180
put 29437 147185
put 29438 147190
put 29439 147195
put 29440 147200
put 29441 147205
put 29442 147210
put 29443 147215
put 29444 147220
put 29445 147225
put 29446 147230
put 29447 147235
put 29448 147240
put 29449 147245
put 29450 147250
put 29451 147255
put 29452 147260
put 29453 147265
put 29454 147270
put 29455 147275
put 29456 147280
put 29457 147285
put 29458 147290
put 29459 147295
put 29460 147300
put 29461 147305
put 29462 147310
put 29463 147315
put 29464 147320
put 29465 147325
put 29466 147330
put 29467 147335
put 29468 147340
put 29469 147345
put 29470 147350
put 29471 147355
put 29472 147360
put 29473 147365
put 29474 147370
put 29475 147375
put 29476 147380
put 29477 147385
put 29478 147390
put 29479 147395
put 29480 147400
put 29481 147405
put 29482 147410
put 29483 147415
put 29484 147420
put 29485 147425
put 29486 147430
put 29487 147435
put 29488 147440
put 29489 147445
put 29490 147450
put 29491 147455
put 29492 147460
put 29493 147465
put 29494 147470
put 29495 147475
put 29496 147480
put 29497 147485
put 29498 147490
put 29499 147495
put 29500 147500
put 29501 147505
put 29502 147510
put 29503 147515
put 29504 147520
put 29505 147525
put 29506 147530
put 29507 147535
put 29508 147540
put 29509 147545
put 29510 147550
put 29511 147555
put 29512 147560
put 29513 147565
put 29514 147570
put 29515 147575
put 29516 147580
put 29517 147585
put 29518 147590
put 29519 147595
put 29520 147600
put 29521 147605
put 29522 147610
put 29523 147615
put 29524 147620
put 29525 147625
put 29526 147630
put 29527 147635
put 29528 147640
put 29529 147645
put 29530 147650
put 29531 147655
put 29532 147660
put 29533 147665
put 29534 147670
put 29535 147675
put 29536 147680
put 29537 147685
put 29538 147690
put 29539 147695
put 29540 147700
put 29541 147705
put 29542 147710
put 29543 147715
put 29544 147720
put 29545 147725
put 29546 147730
put 29547 147735
put 29548 147740
put 29549 147745
put 29550 147750
put 29551 147755
put 29552 147760
put 29553 147765
put 29554 147770
put 29555 147775
put 29556 147780
put 29557 147785
put 29558 147790
put 29559 147795
put 29560 147800
put 29561 147805
put 29562 147810
put 29563 147815
put 29564 147820
put 29565 147825
put 29566 147830
put 29567 147835
put 29568 147840
put 29569 147845
put 29570 147850
put 29571 147855
put 29572 147860
put 29573 147865
put 29574 147870
put 29575 147875
put 29576 147880
put 29577 147885
put 29578 147890
put 29579 147895
put 29580 147900
put 29581 147905
put 29582 147910
put 29583 147915
put 29584 147920
put 29585 147925
put 29586 147930
put 29587 147935
put 29588 147940
put 29589 147945
put 29590 147950
put 29591 147955
put 29592 147960
put 29593 147965
put 29594 147970
put 29595 147975
put 29596 147980
put 29597 147985
put 29598 147990
put 29599 147995
put 29600 148000
put 29601 148005
put 29602 148010
put 29603 148015
put 29604 148020
put 29605 148025
put 29606 148030
put 29607 148035
put 29608 148040
put 29609 148045
put 29610 148050
put 29611 148055
put 29612 148060
put 29613 148065
put 29614 148070
put 29615 148075
put 29616 148080
put 29617 148085
put 29618 148090
put 29619 148095
put 29620 148100
put 29621 148105
put 29622 148110
put 29623 148115
put 29624 148120
put 29625 148125
put 29626 148130
put 29627 148135
put 29628 148140
put 29629 148145
put 29630 148150
put 29631 148155
put 29632 148160
put 29633 148165
put 29634 148170
put 29635 148175
put 29636 148180
put 29637 148185
put 29638 148190
put 29639 148195
put 29640 148200
put 29641 148205
put 29642 148210
put 29643 148215
put 29644 148220
put 29645 148225
put 29646 148230
put 29647 148235
put 29648 148240
put 29649 148245
put 29650 148250
put 29651 148255
put 29652 148260
put 29653 148265
put 29654 148270
put 29655 148275
put 29656 148280
put 29657 148285
put 29658 148290
put 29659 148295
put 29660 148300
put 29661 148305
put 29662 148310
put 29663 148315
put 29664 148320
put 29665 148325
put 29666 148330
put 29667 148335
put 29668 148340
put 29669 148345
put 29670 148350
put 29671 148355
put 29672 148360
put 29673 148365
put 29674 148370
put 29675 148375
put 29676 148380
put 29677 148385
put 29678 148390
put 29679 148395
put 29680 148400
put 29681 148405
put 29682 148410
put 29683 148415
put 29684 148420
put 29685 148425
put 29686 148430
put 29687 148435
put 29688 148440
put 29689 148445
put 29690 148450
put 29691 148455
put 29692 148460
put 29693 148465
put 29694 148470
put 29695 148475
put 29696 148480
put 29697 148485
put 29698 148490
put 29699 148495
put 29700 148500
put 29701 148505
put 29702 148510
put 29703 148515
put 29704 148520
put 29705 148525
put 29706 148530
put 29707 148535
put 29708 148540
put 29709 148545
put 29710 148550
put 29711 148555
put 29712 148560
put 29713 148565
put 29714 148570
put 29715 148575
put 29716 148580
put 29717 148585
put 29718 148590
put 29719 148595
put 29720 148600
put 29721 148605
put 29722 148610
put 29723 148615
put 29724 148620
put 29725 148625
put 29726 148630
put 29727 148635
put 29728 148640
put 29729 148645
put 29730 148650
put 29731 148655
put 29732 148660
put 29733 148665
put 29734 148670
put 29735 148675
put 29736 148680
put 29737 148685
put 29738 148690
put 29739 148695
put 29740 148700
put 29741 148705
put 29742 148710
put 29743 148715
put 29744 148720
put 29745 148725
put 29746 148730
put 29747 148735
put 29748 148740
put 29749 148745
put 29750 148750
put 29751 148755
put 29752 148760
put 29753 148765
put 29754 148770
put 29755 148775
put 29756 148780
put 29757 148785
put 29758 148790
put 29759 148795
put 29760 148800
put 29761 148805
put 29762 148810
put 29763 148815
put 29764 148820
put 29765 148825
put 29766 148830
put 29767 148835
put 29768 148840
put 29769 148845
put 29770 148850
put 29771 148855
put 29772 148860
put 29773 148865
put 29774 148870
put 29775 148875
put 29776 148880
put 29777 148885
put 29778 148890
put 29779 148895
put 29780 148900
put 29781 148905
put 29782 148910
put 29783 148915
put 29784 148920
put 29785 148925
put 29786 148930
put 29787 148935
put 29788 148940
put 29789 148945
put 29790 148950
put 29791 148955
put 29792 148960
put 29793 148965
put 29794 148970
put 29795 148975
put 29796 148980
put 29797 148985
put 29798 148990
put 29799 148995
put 29800 149000
put 29801 149005
put 29802 149010
put 29803 149015
put 29804 149020
put 29805 149025
put 29806 149030
put 29807 149035
put 29808 149040
put 29809 149045
put 29810 149050
put 29811 149055
put 29812 149060
put 29813 149065
put 29814 149070
put 29815 149075
put 29816 149080
put 29817 149085
put 29818 149090
put 29819 149095
put 29820 149100
put 29821 149105
put 29822 149110
put 29823 149115
put 29824 149120
put 29825 149125
put 29826 149130
put 29827 149135
put 29828 149140
put 29829 149145
put 29830 149150
put 29831 149155
put 29832 149160
put 29833 149165
put 29834 149170
put 29835 149175
put 29836 149180
put 29837 149185
put 29838 149190
put 29839 149195
put 29840 149200
put 29841 149205
put 29842 149210
put 29843 149215
put 29844 149220
put 29845 149225
put 29846 149230
put 29847 149235
put 29848 149240
put 29849 149245
put 29850 149250
put 29851 149255
put 29852 149260
put 29853 149265
put 29854 149270
put 29855 149275
put 29856 149280
put 29857 149285
put 29858 149290
put 29859 149295
put 29860 149300
put 29861 149305
put 29862 149310
put 29863 149315
put 29864 149320
put 29865 149325
put 29866 149330
put 29867 149335
put 29868 149340
put 29869 149345
put 29870 149350
put 29871 149355
put 29872 149360
put 29873 149365
put 29874 149370
put 29875 149375
put 29876 149380
put 29877 149385
put 29878 149390
put 29879 149395
put 29880 149400
put 29881 149405
put 29882 149410
put 29883 149415
put 29884 149420
put 29885 149425
put 29886 149430
put 29887 149435
put 29888 149440
put 29889 149445
put 29890 149450
put 29891 149455
put 29892 149460
put 29893 149465
put 29894 149470
put 29895 149475
put 29896 149480
put 29897 149485
put 29898 149490
put 29899 149495
put 29900 149500
put 29901 149505
put 29902 149510
put 29903 149515
put 29904 149520
put 29905 149525
put 29906 149530
put 29907 149535
put 29908 149540
put 29909 149545
put 29910 149550
put 29911 149555
put 29912 149560
put 29913 149565
put 29914 149570
put 29915 149575
put 29916 149580
put 29917 149585
put 29918 149590
put 29919 149595
put 29920 149600
put 29921 149605
put 29922 149610
put 29923 149615
put 29924 149620
put 29925 149625
put 29926 149630
put 29927 149635
put 29928 149640
put 29929 149645
put 29930 149650
put 29931 149655
put 29932 149660
put 29933 149665
put 29934 149670
put 29935 149675
put 29936 149680
put 29937 149685
put 29938 149690
put 29939 149695
put 29940 149700
put 29941 149705
put 29942 149710
put 29943 149715
put 29944 149720
put 29945 149725
put 29946 149730
put 29947 149735
put 29948 149740
put 29949 149745
put 29950 149750
put 29951 149755
put 29952 149760
put 29953 149765
put 29954 149770
put 29955 149775
put 29956 149780
put 29957 149785
put 29958 149790
put 29959 149795
put 29960 149800
put 29961 149805
put 29962 149810
put 29963 149815
put 29964 149820
put 29965 149825
put 29966 149830
put 29967 149835
put 29968 149840
put 29969 149845
put 29970 149850
put 29971 149855
put 29972 149860
put 29973 149865
put 29974 149870
put 29975 149875
put 29976 149880
put 29977 149885
put 29978 149890
put 29979 149895
put 29980 149900
put 29981 149905
put 29982 149910
put 29983 149915
put 29984 149920
put 29985 149925
put 29986 149930
put 29987 149935
put 29988 149940
put 29989 149945
put 29990 149950
put 29991 149955
put 29992 149960
put 29993 149965
put 29994 149970
put 29995 149975
put 29996 149980
put 29997 149985
put 29998 149990
put 29999 149995
put 30000 150000
put 30001 150005
put 30002 150010
put 30003 150015
put 30004 150020
put 30005 150025
put 30006 150030
put 30007 150035
put 30008 150040
put 30009 150045
put 30010 150050
put 30011 150055
put 30012 150060
put 30013 150065
put 30014 150070
put 30015 150075
put 30016 150080
put 30017 150085
put 30018 150090
put 30019 150095
put 30020 150100
put 30021 150105
put 30022 150110
put 30023 150115
put 30024 150120
put 30025 150125
put 30026 150130
put 30027 150135
put 30028 150140
put 30029 150145
put 30030 150150
put 30031 150155
put 30032 150160
put 30033 150165
put 30034 150170
put 30035 150175
put 30036 150180
put 30037 150185
put 30038 150190
put 30039 150195
put 30040 150200
put 30041 150205
put 30042 150210
put 30043 150215
put 30044 150220
put 30045 150225
put 30046 150230
put 30047 150235
put 30048 150240
put 30049 150245
put 30050 150250
put 30051 150255
put 30052 150260
put 30053 150265
put 30054 150270
put 30055 150275
put 30056 150280
put 30057 150285
put 30058 150290
put 30059 150295
put 30060 150300
put 30061 150305
put 30062 150310
put 30063 150315
put 30064 150320
put 30065 150325
put 30066 150330
put 30067 150335
put 30068 150340
put 30069 150345
put 30070 150350
put 30071 150355
put 30072 150360
put 30073 150365
put 30074 150370
put 30075 150375
put 30076 150380
put 30077 150385
put 30078 150390
put 30079 150395
put 30080 150400
put 30081 150405
put 30082 150410
put 30083 150415
put 30084 150420
put 30085 150425
put 30086 150430
put 30087 150435
put 30088 150440
